__time,/joint_states/LF_stering_arm_joint/effort,/joint_states/LF_stering_arm_joint/position,/joint_states/LF_stering_arm_joint/velocity,/joint_states/LF_wheel_joint/effort,/joint_states/LF_wheel_joint/position,/joint_states/LF_wheel_joint/velocity,/joint_states/LR_stering_arm_joint/effort,/joint_states/LR_stering_arm_joint/position,/joint_states/LR_stering_arm_joint/velocity,/joint_states/LR_wheel_joint/effort,/joint_states/LR_wheel_joint/position,/joint_states/LR_wheel_joint/velocity,/joint_states/Left_arm_joint/effort,/joint_states/Left_arm_joint/position,/joint_states/Left_arm_joint/velocity,/joint_states/RF_stering_arm_joint/effort,/joint_states/RF_stering_arm_joint/position,/joint_states/RF_stering_arm_joint/velocity,/joint_states/RF_wheel_joint/effort,/joint_states/RF_wheel_joint/position,/joint_states/RF_wheel_joint/velocity,/joint_states/RR_stering_arm_joint/effort,/joint_states/RR_stering_arm_joint/position,/joint_states/RR_stering_arm_joint/velocity,/joint_states/RR_wheel_joint/effort,/joint_states/RR_wheel_joint/position,/joint_states/RR_wheel_joint/velocity,/joint_states/Right_arm_joint/effort,/joint_states/Right_arm_joint/position,/joint_states/Right_arm_joint/velocity,/joint_states/base_footprint_joint/effort,/joint_states/base_footprint_joint/position,/joint_states/base_footprint_joint/velocity,/joint_states/header/stamp
1743536066.276742,-0.000000324,0.000000000,0.000000000,-0.000000000,-2.657166510,0.387350959,-0.000000084,0.000000000,-0.000000000,-0.000000000,-0.871734785,0.289356071,0.000000000,0.000000000,0.000000000,-0.000000777,0.000000000,-0.000000000,-0.000000000,4.414084537,0.817888406,-0.000000038,0.000000000,-0.000000000,0.000000000,4.790701023,0.369428854,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.459000000
1743536066.286869,-0.000000328,0.000000000,0.000000000,0.000000000,-2.653275802,0.390477267,-0.000000083,0.000000000,-0.000000000,-0.000000000,-0.868836042,0.290297007,0.000000000,0.000000000,0.000000000,-0.000000768,0.000000000,-0.000000000,0.000000000,4.422245058,0.814549655,-0.000000035,0.000000000,-0.000000000,-0.000000000,4.794380965,0.366821569,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.469000000
1743536066.297472,-0.000000331,0.000000000,0.000000000,-0.000000000,-2.649353856,0.393598956,-0.000000082,0.000000000,-0.000000000,-0.000000000,-0.865927940,0.291228633,0.000000000,0.000000000,0.000000000,-0.000000759,0.000000000,-0.000000000,-0.000000000,4.430372188,0.811210155,-0.000000033,0.000000000,-0.000000000,-0.000000000,4.798034877,0.364221961,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.480000000
1743536066.307635,-0.000000335,0.000000000,0.000000000,-0.000000000,-2.645400719,0.396715943,-0.000000081,0.000000000,-0.000000000,-0.000000000,-0.863010573,0.292150914,0.000000000,0.000000000,0.000000000,-0.000000750,0.000000000,-0.000000000,0.000000000,4.438465920,0.807870129,-0.000000031,0.000000000,-0.000000000,-0.000000000,4.801662834,0.361630011,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.490000000
1743536066.318039,-0.000000338,0.000000000,0.000000000,-0.000000000,-2.641416439,0.399828139,-0.000000080,0.000000000,-0.000000000,-0.000000000,-0.860084035,0.293063811,0.000000000,0.000000000,0.000000000,-0.000000741,0.000000000,-0.000000000,-0.000000000,4.446526250,0.804529799,-0.000000029,0.000000000,-0.000000000,-0.000000000,4.805264914,0.359045698,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.500000000
1743536066.328276,-0.000000342,0.000000000,0.000000000,0.000000000,-2.637401063,0.402935458,-0.000000079,0.000000000,-0.000000000,-0.000000000,-0.857148420,0.293967287,0.000000000,0.000000000,0.000000000,-0.000000732,0.000000000,-0.000000000,0.000000000,4.454553175,0.801189381,-0.000000026,0.000000000,-0.000000000,-0.000000000,4.808841193,0.356469001,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.510000000
1743536066.338429,-0.000000345,0.000000000,0.000000000,-0.000000000,-2.633354641,0.406037813,-0.000000078,0.000000000,-0.000000000,-0.000000000,-0.854203823,0.294861306,0.000000000,0.000000000,0.000000000,-0.000000723,0.000000000,-0.000000000,0.000000000,4.462546697,0.797849091,-0.000000024,0.000000000,-0.000000000,-0.000000000,4.812391747,0.353899899,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.520000000
1743536066.348642,-0.000000348,0.000000000,0.000000000,0.000000000,-2.629277224,0.409135113,-0.000000077,0.000000000,-0.000000000,-0.000000000,-0.851250337,0.295745830,0.000000000,0.000000000,0.000000000,-0.000000714,0.000000000,-0.000000000,0.000000000,4.470506818,0.794509142,-0.000000022,0.000000000,-0.000000000,-0.000000000,4.815916651,0.351338368,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.530000000
1743536066.359463,-0.000000352,0.000000000,0.000000000,-0.000000000,-2.625168861,0.412227268,-0.000000075,0.000000000,-0.000000000,-0.000000000,-0.848288058,0.296620824,0.000000000,0.000000000,0.000000000,-0.000000705,0.000000000,-0.000000000,0.000000000,4.478433542,0.791169743,-0.000000020,0.000000000,-0.000000000,0.000000000,4.819415982,0.348784386,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.540000000
1743536066.369052,-0.000000355,0.000000000,0.000000000,0.000000000,-2.621029606,0.415314188,-0.000000074,0.000000000,-0.000000000,-0.000000000,-0.845317082,0.297486252,0.000000000,0.000000000,0.000000000,-0.000000696,0.000000000,-0.000000000,0.000000000,4.486326877,0.787831102,-0.000000018,0.000000000,-0.000000000,-0.000000000,4.822889814,0.346237929,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.550000000
1743536066.380135,-0.000000359,0.000000000,0.000000000,0.000000000,-2.616859511,0.418395780,-0.000000073,0.000000000,-0.000000000,-0.000000000,-0.842337505,0.298342078,0.000000000,0.000000000,0.000000000,-0.000000686,0.000000000,-0.000000000,0.000000000,4.494186829,0.784493423,-0.000000016,0.000000000,-0.000000000,-0.000000000,4.826338223,0.343698973,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.560000000
1743536066.390434,-0.000000362,0.000000000,0.000000000,0.000000000,-2.612658630,0.421471951,-0.000000072,0.000000000,-0.000000000,0.000000000,-0.839349422,0.299188267,0.000000000,0.000000000,0.000000000,-0.000000677,0.000000000,-0.000000000,0.000000000,4.502013412,0.781156908,-0.000000014,0.000000000,-0.000000000,-0.000000000,4.829761283,0.341167492,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.570000000
1743536066.401357,-0.000000366,0.000000000,0.000000000,0.000000000,-2.608427017,0.424542607,-0.000000071,0.000000000,-0.000000000,-0.000000000,-0.836352930,0.300024784,0.000000000,0.000000000,0.000000000,-0.000000668,0.000000000,-0.000000000,0.000000000,4.509806636,0.777821756,-0.000000012,0.000000000,-0.000000000,-0.000000000,4.833159070,0.338643462,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.580000000
1743536066.411509,-0.000000369,0.000000000,0.000000000,-0.000000000,-2.604164729,0.427607651,-0.000000070,0.000000000,-0.000000000,0.000000000,-0.833348127,0.300851595,0.000000000,0.000000000,0.000000000,-0.000000659,0.000000000,-0.000000000,0.000000000,4.517566518,0.774488164,-0.000000010,0.000000000,-0.000000000,-0.000000000,4.836531657,0.336126856,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.590000000
1743536066.421123,-0.000000373,0.000000000,0.000000000,0.000000000,-2.599871821,0.430666989,-0.000000069,0.000000000,-0.000000000,-0.000000000,-0.830335109,0.301668665,0.000000000,0.000000000,0.000000000,-0.000000650,0.000000000,-0.000000000,0.000000000,4.525293073,0.771156324,-0.000000008,0.000000000,-0.000000000,0.000000000,4.839879119,0.333617648,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.599000000
1743536066.431993,-0.000000376,0.000000000,0.000000000,0.000000000,-2.595548352,0.433720521,-0.000000067,0.000000000,-0.000000000,-0.000000000,-0.827313974,0.302475960,0.000000000,0.000000000,0.000000000,-0.000000641,0.000000000,-0.000000000,-0.000000000,4.532986320,0.767826428,-0.000000007,0.000000000,-0.000000000,-0.000000000,4.843201529,0.331115810,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.610000000
1743536066.442101,-0.000000380,0.000000000,0.000000000,0.000000000,-2.591194380,0.436768151,-0.000000066,0.000000000,-0.000000000,-0.000000000,-0.824284820,0.303273447,0.000000000,0.000000000,0.000000000,-0.000000632,0.000000000,-0.000000000,0.000000000,4.540646280,0.764498665,-0.000000005,0.000000000,-0.000000000,-0.000000000,4.846498962,0.328621315,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.620000000
1743536066.452895,-0.000000383,0.000000000,0.000000000,-0.000000000,-2.586809964,0.439809779,-0.000000065,0.000000000,-0.000000000,-0.000000000,-0.821247746,0.304061093,0.000000000,0.000000000,0.000000000,-0.000000623,0.000000000,-0.000000000,0.000000000,4.548272974,0.761173220,-0.000000003,0.000000000,-0.000000000,0.000000000,4.849771489,0.326134134,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.630000000
1743536066.462513,-0.000000386,0.000000000,0.000000000,-0.000000000,-2.582395166,0.442845303,-0.000000064,0.000000000,-0.000000000,0.000000000,-0.818202849,0.304838864,0.000000000,0.000000000,0.000000000,-0.000000614,0.000000000,-0.000000000,0.000000000,4.555866428,0.757850276,-0.000000001,0.000000000,-0.000000000,-0.000000000,4.853019185,0.323654239,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.640000000
1743536066.473365,-0.000000390,0.000000000,0.000000000,-0.000000000,-2.577950047,0.445874624,-0.000000063,0.000000000,-0.000000000,-0.000000000,-0.815150229,0.305606729,0.000000000,0.000000000,0.000000000,-0.000000605,0.000000000,-0.000000000,0.000000000,4.563426667,0.754530014,0.000000000,0.000000000,-0.000000000,0.000000000,4.856242122,0.321181600,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.650000000
1743536066.484257,-0.000000393,0.000000000,0.000000000,-0.000000000,-2.573474669,0.448897638,-0.000000061,0.000000000,-0.000000000,-0.000000000,-0.812089985,0.306364655,0.000000000,0.000000000,0.000000000,-0.000000596,0.000000000,-0.000000000,0.000000000,4.570953719,0.751212610,0.000000002,0.000000000,-0.000000000,-0.000000000,4.859440372,0.318716188,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.660000000
1743536066.493858,-0.000000397,0.000000000,0.000000000,-0.000000000,-2.568969096,0.451914241,-0.000000060,0.000000000,-0.000000000,-0.000000000,-0.809022216,0.307112611,0.000000000,0.000000000,0.000000000,-0.000000588,0.000000000,-0.000000000,0.000000000,4.578447614,0.747898241,0.000000004,0.000000000,-0.000000000,-0.000000000,4.862614008,0.316257972,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.670000000
1743536066.504758,-0.000000400,0.000000000,0.000000000,0.000000000,-2.564433392,0.454924330,-0.000000059,0.000000000,-0.000000000,-0.000000000,-0.805947023,0.307850565,0.000000000,0.000000000,0.000000000,-0.000000579,0.000000000,-0.000000000,-0.000000000,4.585908382,0.744587079,0.000000005,0.000000000,-0.000000000,-0.000000000,4.865763101,0.313806921,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.680000000
1743536066.514929,-0.000000403,0.000000000,0.000000000,0.000000000,-2.559867624,0.457927799,-0.000000058,0.000000000,-0.000000000,0.000000000,-0.802864506,0.308578486,0.000000000,0.000000000,0.000000000,-0.000000570,0.000000000,-0.000000000,0.000000000,4.593336057,0.741279293,0.000000007,0.000000000,-0.000000000,0.000000000,4.868887723,0.311363005,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.690000000
1743536066.525534,-0.000000407,0.000000000,0.000000000,0.000000000,-2.555271859,0.460924541,-0.000000056,0.000000000,-0.000000000,-0.000000000,-0.799774764,0.309296343,0.000000000,0.000000000,0.000000000,-0.000000561,0.000000000,-0.000000000,0.000000000,4.600730674,0.737975050,0.000000008,0.000000000,-0.000000000,-0.000000000,4.871987945,0.308926190,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.700000000
1743536066.535764,-0.000000410,0.000000000,0.000000000,-0.000000000,-2.550646163,0.463914450,-0.000000055,0.000000000,-0.000000000,-0.000000000,-0.796677900,0.310004107,0.000000000,0.000000000,0.000000000,-0.000000552,0.000000000,-0.000000000,0.000000000,4.608092268,0.734674516,0.000000010,0.000000000,-0.000000000,-0.000000000,4.875063837,0.306496446,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.710000000
1743536066.545941,-0.000000413,0.000000000,0.000000000,0.000000000,-2.545990607,0.466897415,-0.000000054,0.000000000,-0.000000000,-0.000000000,-0.793574013,0.310701747,0.000000000,0.000000000,0.000000000,-0.000000544,0.000000000,-0.000000000,0.000000000,4.615420878,0.731377851,0.000000011,0.000000000,-0.000000000,-0.000000000,4.878115471,0.304073739,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.720000000
1743536066.555883,-0.000000417,0.000000000,0.000000000,-0.000000000,-2.541305259,0.469873329,-0.000000053,0.000000000,-0.000000000,-0.000000000,-0.790463206,0.311389233,0.000000000,0.000000000,0.000000000,-0.000000535,0.000000000,-0.000000000,0.000000000,4.622716544,0.728085216,0.000000013,0.000000000,-0.000000000,-0.000000000,4.881142916,0.301658036,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.730000000
1743536066.566061,-0.000000420,0.000000000,0.000000000,-0.000000000,-2.536590192,0.472842080,-0.000000051,0.000000000,-0.000000000,-0.000000000,-0.787345580,0.312066538,0.000000000,0.000000000,0.000000000,-0.000000526,0.000000000,-0.000000000,0.000000000,4.629979306,0.724796768,0.000000014,0.000000000,-0.000000000,-0.000000000,4.884146243,0.299249303,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.740000000
1743536066.576297,-0.000000423,0.000000000,0.000000000,-0.000000000,-2.531845477,0.475803557,-0.000000050,0.000000000,-0.000000000,-0.000000000,-0.784221237,0.312733631,0.000000000,0.000000000,0.000000000,-0.000000518,0.000000000,-0.000000000,-0.000000000,4.637209208,0.721512660,0.000000016,0.000000000,-0.000000000,-0.000000000,4.887125520,0.296847508,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.750000000
1743536066.586638,-0.000000427,0.000000000,0.000000000,0.000000000,-2.527071188,0.478757648,-0.000000049,0.000000000,-0.000000000,-0.000000000,-0.781090280,0.313390485,0.000000000,0.000000000,0.000000000,-0.000000509,0.000000000,-0.000000000,0.000000000,4.644406293,0.718233044,0.000000017,-0.000000000,-0.000000000,-0.000000000,4.890080818,0.294452614,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.760000000
1743536066.597424,-0.000000430,0.000000000,0.000000000,-0.000000000,-2.522267399,0.481704240,-0.000000047,0.000000000,-0.000000000,-0.000000000,-0.777952810,0.314037071,0.000000000,0.000000000,0.000000000,-0.000000501,0.000000000,-0.000000000,-0.000000000,4.651570607,0.714958069,0.000000018,-0.000000000,-0.000000000,0.000000000,4.893012204,0.292064588,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.770000000
1743536066.607143,-0.000000433,0.000000000,0.000000000,-0.000000000,-2.517434185,0.484643217,-0.000000046,0.000000000,-0.000000000,-0.000000000,-0.774808932,0.314673362,0.000000000,0.000000000,0.000000000,-0.000000492,0.000000000,-0.000000000,0.000000000,4.658702198,0.711687882,0.000000020,-0.000000000,-0.000000000,-0.000000000,4.895919748,0.289683394,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.780000000
1743536066.617577,-0.000000436,0.000000000,0.000000000,-0.000000000,-2.512571625,0.487574466,-0.000000044,0.000000000,-0.000000000,0.000000000,-0.771658747,0.315299332,0.000000000,0.000000000,0.000000000,-0.000000484,0.000000000,-0.000000000,0.000000000,4.665801113,0.708422628,0.000000021,-0.000000000,-0.000000000,0.000000000,4.898803517,0.287308997,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.790000000
1743536066.627858,-0.000000439,0.000000000,0.000000000,-0.000000000,-2.507679795,0.490497868,-0.000000043,0.000000000,-0.000000000,0.000000000,-0.768502359,0.315914952,0.000000000,0.000000000,0.000000000,-0.000000476,0.000000000,-0.000000000,-0.000000000,4.672867404,0.705162447,0.000000022,-0.000000000,-0.000000000,-0.000000000,4.901663579,0.284941359,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.800000000
1743536066.638064,-0.000000443,0.000000000,0.000000000,0.000000000,-2.502758775,0.493413309,-0.000000042,0.000000000,-0.000000000,-0.000000000,-0.765339872,0.316520198,0.000000000,0.000000000,0.000000000,-0.000000467,0.000000000,-0.000000000,0.000000000,4.679901122,0.701907479,0.000000024,-0.000000000,-0.000000000,-0.000000000,4.904500002,0.282580446,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.810000000
1743536066.648221,-0.000000446,0.000000000,0.000000000,0.000000000,-2.497808645,0.496320668,-0.000000040,0.000000000,-0.000000000,-0.000000000,-0.762171390,0.317115042,0.000000000,0.000000000,0.000000000,-0.000000459,0.000000000,-0.000000000,0.000000000,4.686902320,0.698657860,0.000000025,-0.000000000,-0.000000000,-0.000000000,4.907312853,0.280226221,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.820000000
1743536066.658941,-0.000000449,0.000000000,0.000000000,-0.000000000,-2.492829486,0.499219828,-0.000000039,0.000000000,-0.000000000,-0.000000000,-0.758997016,0.317699460,0.000000000,0.000000000,0.000000000,-0.000000451,0.000000000,-0.000000000,-0.000000000,4.693871051,0.695413726,0.000000026,-0.000000000,-0.000000000,-0.000000000,4.910102198,0.277878645,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.830000000
1743536066.669203,-0.000000452,0.000000000,0.000000000,-0.000000000,-2.487821381,0.502110668,-0.000000038,0.000000000,-0.000000000,-0.000000000,-0.755816856,0.318273426,0.000000000,0.000000000,0.000000000,-0.000000443,0.000000000,-0.000000000,0.000000000,4.700807372,0.692175206,0.000000027,-0.000000000,-0.000000000,-0.000000000,4.912868104,0.275537682,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.840000000
1743536066.679586,-0.000000455,0.000000000,0.000000000,-0.000000000,-2.482784414,0.504993068,-0.000000036,0.000000000,-0.000000000,-0.000000000,-0.752631014,0.318836915,0.000000000,0.000000000,0.000000000,-0.000000435,0.000000000,-0.000000000,-0.000000000,4.707711339,0.688942432,0.000000028,-0.000000000,-0.000000000,-0.000000000,4.915610636,0.273203294,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.850000000
1743536066.689815,-0.000000458,0.000000000,0.000000000,-0.000000000,-2.477718670,0.507866905,-0.000000035,0.000000000,-0.000000000,0.000000000,-0.749439595,0.319389904,0.000000000,0.000000000,0.000000000,-0.000000427,0.000000000,-0.000000000,0.000000000,4.714583010,0.685715529,0.000000029,-0.000000000,-0.000000000,-0.000000000,4.918329860,0.270875442,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.860000000
1743536066.700014,-0.000000461,0.000000000,0.000000000,0.000000000,-2.472624236,0.510732057,-0.000000033,0.000000000,-0.000000000,-0.000000000,-0.746242704,0.319932368,0.000000000,0.000000000,0.000000000,-0.000000419,0.000000000,-0.000000000,0.000000000,4.721422445,0.682494623,0.000000031,-0.000000000,-0.000000000,0.000000000,4.921025842,0.268554088,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.870000000
1743536066.710541,-0.000000464,0.000000000,0.000000000,-0.000000000,-2.467501198,0.513588401,-0.000000032,0.000000000,-0.000000000,-0.000000000,-0.743040446,0.320464284,0.000000000,0.000000000,0.000000000,-0.000000411,0.000000000,-0.000000000,0.000000000,4.728229705,0.679279836,0.000000032,-0.000000000,-0.000000000,-0.000000000,4.923698646,0.266239194,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.880000000
1743536066.720769,-0.000000467,0.000000000,0.000000000,0.000000000,-2.462349646,0.516435813,-0.000000030,0.000000000,-0.000000000,-0.000000000,-0.739832927,0.320985630,0.000000000,0.000000000,0.000000000,-0.000000403,0.000000000,-0.000000000,0.000000000,4.735004851,0.676071287,0.000000033,-0.000000000,-0.000000000,-0.000000000,4.926348336,0.263930719,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.890000000
1743536066.731632,-0.000000469,0.000000000,0.000000000,-0.000000000,-2.457169669,0.519274166,-0.000000029,0.000000000,-0.000000000,0.000000000,-0.736620253,0.321496381,0.000000000,0.000000000,0.000000000,-0.000000395,0.000000000,-0.000000000,0.000000000,4.741747947,0.672869094,0.000000034,-0.000000000,-0.000000000,-0.000000000,4.928974976,0.261628625,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.900000000
1743536066.741258,-0.000000472,0.000000000,0.000000000,0.000000000,-2.451961359,0.522103335,-0.000000027,0.000000000,-0.000000000,0.000000000,-0.733402529,0.321996517,0.000000000,0.000000000,0.000000000,-0.000000387,0.000000000,-0.000000000,0.000000000,4.748459056,0.669673373,0.000000035,-0.000000000,-0.000000000,-0.000000000,4.931578631,0.259332871,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.910000000
